2025-08-05T02:19:40: Socket.IO 服务器运行在端口 3001 (进程: 7000)
2025-08-05T02:19:40: 环境: production
2025-08-05T02:19:40: 健康检查: http://localhost:3001/health
2025-08-05T02:19:47: Socket.IO 服务器运行在端口 3001 (进程: 20788)
2025-08-05T02:19:47: 环境: production
2025-08-05T02:19:47: 健康检查: http://localhost:3001/health
2025-08-05T19:36:45: [2025-08-05T11:36:45.274Z] 在线用户: 2
2025-08-05T19:37:15: [2025-08-05T11:37:15.288Z] 在线用户: 2
2025-08-05T19:37:45: [2025-08-05T11:37:45.299Z] 在线用户: 2
2025-08-05T19:38:15: [2025-08-05T11:38:15.304Z] 在线用户: 2
2025-08-05T19:38:45: [2025-08-05T11:38:45.303Z] 在线用户: 2
2025-08-05T19:38:56: 用户 访客972 离开聊天室 (原因: client namespace disconnect)，当前在线: 1
2025-08-05T19:38:56: 用户连接: lTXldTBYtnk7dHJ2AAA5 (进程: 22272)
2025-08-05T19:38:56: 用户 访客972 加入聊天室，当前在线: 2
2025-08-05T19:39:06: 用户 访客972 离开聊天室 (原因: client namespace disconnect)，当前在线: 1
2025-08-05T19:39:06: 用户连接: dOVu_HKV7rC07OFoAAA7 (进程: 22272)
2025-08-05T19:39:06: 用户 访客972 加入聊天室，当前在线: 2
2025-08-05T19:39:15: [2025-08-05T11:39:15.308Z] 在线用户: 2
2025-08-05T19:39:16: 用户 访客972 离开聊天室 (原因: client namespace disconnect)，当前在线: 1
2025-08-05T19:39:16: 用户连接: upr2VUZgoggomn_sAAA9 (进程: 22272)
2025-08-05T19:39:16: 用户 访客972 加入聊天室，当前在线: 2
2025-08-05T19:39:45: [2025-08-05T11:39:45.320Z] 在线用户: 2
2025-08-05T19:40:15: 用户 访客972 离开聊天室 (原因: client namespace disconnect)，当前在线: 1
2025-08-05T19:40:15: 用户连接: 1HLh9WEutCE3RPC7AAA_ (进程: 22272)
2025-08-05T19:40:15: 用户 访客972 加入聊天室，当前在线: 2
2025-08-05T19:40:15: [2025-08-05T11:40:15.364Z] 在线用户: 2
2025-08-05T19:40:45: [2025-08-05T11:40:45.376Z] 在线用户: 2
2025-08-05T19:41:15: [2025-08-05T11:41:15.376Z] 在线用户: 2
2025-08-05T19:41:45: [2025-08-05T11:41:45.379Z] 在线用户: 2
2025-08-05T19:42:15: [2025-08-05T11:42:15.389Z] 在线用户: 2
2025-08-05T19:42:45: [2025-08-05T11:42:45.390Z] 在线用户: 2
2025-08-05T19:43:15: [2025-08-05T11:43:15.396Z] 在线用户: 2
2025-08-05T19:43:45: [2025-08-05T11:43:45.399Z] 在线用户: 2
2025-08-05T19:44:15: [2025-08-05T11:44:15.412Z] 在线用户: 2
2025-08-05T19:44:45: [2025-08-05T11:44:45.427Z] 在线用户: 2
2025-08-05T19:45:15: [2025-08-05T11:45:15.434Z] 在线用户: 2
2025-08-05T19:45:45: [2025-08-05T11:45:45.446Z] 在线用户: 2
2025-08-05T19:46:15: [2025-08-05T11:46:15.452Z] 在线用户: 2
2025-08-05T19:46:45: [2025-08-05T11:46:45.451Z] 在线用户: 2
2025-08-05T19:46:59: 用户 访客998 离开聊天室 (原因: client namespace disconnect)，当前在线: 1
2025-08-05T19:46:59: 用户 访客972 离开聊天室 (原因: client namespace disconnect)，当前在线: 0
2025-08-05T19:47:15: [2025-08-05T11:47:15.459Z] 在线用户: 0
2025-08-05T19:47:29: 用户连接: 8WE82CoJntNwhDm9AABB (进程: 22272)
2025-08-05T19:47:29: Socket.IO 服务器运行在端口 3001 (进程: 2428)
2025-08-05T19:47:29: 环境: production
2025-08-05T19:47:29: 健康检查: http://localhost:3001/health
2025-08-05T19:47:30: 用户连接: dcUe0DAyD7f1idF0AAAB (进程: 2428)
2025-08-05T19:47:30: 用户 dcUe0DAyD7f1idF0AAAB 的IP地址: ::1
2025-08-05T19:47:31: Socket.IO 服务器运行在端口 3001 (进程: 3836)
2025-08-05T19:47:31: 环境: production
2025-08-05T19:47:31: 健康检查: http://localhost:3001/health
2025-08-05T19:47:31: 用户连接: SR_KoHU51fHhpJn2AAAB (进程: 3836)
2025-08-05T19:47:31: 用户 SR_KoHU51fHhpJn2AAAB 的IP地址: ::1
2025-08-05T19:47:32: Socket.IO 服务器运行在端口 3001 (进程: 13736)
2025-08-05T19:47:32: 环境: production
2025-08-05T19:47:32: 健康检查: http://localhost:3001/health
2025-08-05T19:47:34: 用户连接: PDAXx77sfUgwqhr5AAAB (进程: 13736)
2025-08-05T19:47:34: 用户 PDAXx77sfUgwqhr5AAAB 的IP地址: ::1
2025-08-05T19:47:34: Socket.IO 服务器运行在端口 3001 (进程: 21596)
2025-08-05T19:47:34: 环境: production
2025-08-05T19:47:34: 健康检查: http://localhost:3001/health
2025-08-05T19:47:35: 用户连接: TZrnh026pP_jlx2JAAAB (进程: 21596)
2025-08-05T19:47:36: Socket.IO 服务器运行在端口 3001 (进程: 1972)
2025-08-05T19:47:36: 环境: production
2025-08-05T19:47:36: 健康检查: http://localhost:3001/health
2025-08-05T19:47:37: 用户连接: owMN2d-KZuf93r4EAAAB (进程: 1972)
2025-08-05T19:47:38: Socket.IO 服务器运行在端口 3001 (进程: 20204)
2025-08-05T19:47:38: 环境: production
2025-08-05T19:47:38: 健康检查: http://localhost:3001/health
2025-08-05T19:47:39: 用户连接: xlkA9YGrfz-gGSYgAAAB (进程: 20204)
2025-08-05T19:47:39: 用户 xlkA9YGrfz-gGSYgAAAB 的IP地址: ::1
2025-08-05T19:47:40: Socket.IO 服务器运行在端口 3001 (进程: 16584)
2025-08-05T19:47:40: 环境: production
2025-08-05T19:47:40: 健康检查: http://localhost:3001/health
2025-08-05T19:47:41: 用户连接: 2_6ZQDvBWQzxPdezAAAB (进程: 16584)
2025-08-05T19:47:41: 用户 2_6ZQDvBWQzxPdezAAAB 的IP地址: ::1
2025-08-05T19:47:42: Socket.IO 服务器运行在端口 3001 (进程: 11668)
2025-08-05T19:47:42: 环境: production
2025-08-05T19:47:42: 健康检查: http://localhost:3001/health
2025-08-05T19:47:42: 用户连接: biW1bhWqBJYo9vfkAAAB (进程: 11668)
2025-08-05T19:47:42: 用户 biW1bhWqBJYo9vfkAAAB 的IP地址: ::1
2025-08-05T19:47:43: Socket.IO 服务器运行在端口 3001 (进程: 6216)
2025-08-05T19:47:43: 环境: production
2025-08-05T19:47:43: 健康检查: http://localhost:3001/health
2025-08-05T19:47:43: 用户连接: 3vLqk6W8YupBHV2_AAAB (进程: 6216)
2025-08-05T19:47:44: Socket.IO 服务器运行在端口 3001 (进程: 1580)
2025-08-05T19:47:44: 环境: production
2025-08-05T19:47:44: 健康检查: http://localhost:3001/health
2025-08-05T19:47:44: 用户连接: yJ3Nc2GSZI_ecHlZAAAB (进程: 1580)
2025-08-05T19:47:45: Socket.IO 服务器运行在端口 3001 (进程: 15744)
2025-08-05T19:47:45: 环境: production
2025-08-05T19:47:45: 健康检查: http://localhost:3001/health
2025-08-05T19:47:46: 用户连接: EbO8YcUXZf3eTOjVAAAB (进程: 15744)
2025-08-05T19:47:47: Socket.IO 服务器运行在端口 3001 (进程: 9704)
2025-08-05T19:47:47: 环境: production
2025-08-05T19:47:47: 健康检查: http://localhost:3001/health
2025-08-05T19:47:47: 用户连接: oa2TBCs48tkVV-97AAAB (进程: 9704)
2025-08-05T19:47:48: Socket.IO 服务器运行在端口 3001 (进程: 22516)
2025-08-05T19:47:48: 环境: production
2025-08-05T19:47:48: 健康检查: http://localhost:3001/health
2025-08-05T19:47:48: 用户连接: ow57KLObliYL3TU7AAAB (进程: 22516)
2025-08-05T19:47:49: Socket.IO 服务器运行在端口 3001 (进程: 14712)
2025-08-05T19:47:49: 环境: production
2025-08-05T19:47:49: 健康检查: http://localhost:3001/health
2025-08-05T19:47:49: 用户连接: p6J7ZWi0nmbPr97eAAAB (进程: 14712)
2025-08-05T19:47:50: Socket.IO 服务器运行在端口 3001 (进程: 22600)
2025-08-05T19:47:50: 环境: production
2025-08-05T19:47:50: 健康检查: http://localhost:3001/health
2025-08-05T19:47:51: 用户连接: H733C0TqnL594MVKAAAB (进程: 22600)
2025-08-05T19:47:51: 用户 H733C0TqnL594MVKAAAB 的IP地址: ::1
2025-08-05T19:47:52: Socket.IO 服务器运行在端口 3001 (进程: 21812)
2025-08-05T19:47:52: 环境: production
2025-08-05T19:47:52: 健康检查: http://localhost:3001/health
2025-08-05T19:47:52: 用户连接: W0FcoK5bYeLOr5SQAAAB (进程: 21812)
2025-08-05T19:47:53: Socket.IO 服务器运行在端口 3001 (进程: 19224)
2025-08-05T19:47:53: 环境: production
2025-08-05T19:47:53: 健康检查: http://localhost:3001/health
2025-08-05T19:47:54: 用户连接: 2K_nwaS8eESmIWIJAAAB (进程: 19224)
2025-08-05T19:47:55: Socket.IO 服务器运行在端口 3001 (进程: 5100)
2025-08-05T19:47:55: 环境: production
2025-08-05T19:47:55: 健康检查: http://localhost:3001/health
2025-08-05T19:47:56: 用户连接: P61upISvUZ11Q1ENAAAB (进程: 5100)
2025-08-05T19:47:57: Socket.IO 服务器运行在端口 3001 (进程: 16420)
2025-08-05T19:47:57: 环境: production
2025-08-05T19:47:57: 健康检查: http://localhost:3001/health
2025-08-05T19:47:57: 用户连接: kMSaRxN9qo3HM-PVAAAB (进程: 16420)
2025-08-05T19:47:58: Socket.IO 服务器运行在端口 3001 (进程: 23320)
2025-08-05T19:47:58: 环境: production
2025-08-05T19:47:58: 健康检查: http://localhost:3001/health
2025-08-05T19:47:58: 用户连接: 5DwKp5X3mOEu6PHEAAAB (进程: 23320)
2025-08-05T19:47:59: Socket.IO 服务器运行在端口 3001 (进程: 6308)
2025-08-05T19:47:59: 环境: production
2025-08-05T19:47:59: 健康检查: http://localhost:3001/health
2025-08-05T19:48:00: 用户连接: zMsSSQhzMN04U3CeAAAB (进程: 6308)
2025-08-05T19:48:01: Socket.IO 服务器运行在端口 3001 (进程: 15520)
2025-08-05T19:48:01: 环境: production
2025-08-05T19:48:01: 健康检查: http://localhost:3001/health
2025-08-05T19:48:01: 用户连接: DWNRk7Zm2eM77s2dAAAB (进程: 15520)
2025-08-05T19:48:01: 用户 DWNRk7Zm2eM77s2dAAAB 的IP地址: ::1
2025-08-05T19:48:02: Socket.IO 服务器运行在端口 3001 (进程: 23076)
2025-08-05T19:48:02: 环境: production
2025-08-05T19:48:02: 健康检查: http://localhost:3001/health
2025-08-05T19:48:02: 用户连接: kRbgUx4gdizVS_HTAAAB (进程: 23076)
2025-08-05T19:48:03: Socket.IO 服务器运行在端口 3001 (进程: 23628)
2025-08-05T19:48:03: 环境: production
2025-08-05T19:48:03: 健康检查: http://localhost:3001/health
2025-08-05T19:48:03: 用户连接: EosUZfk7dwdQFx9qAAAB (进程: 23628)
2025-08-05T19:48:04: Socket.IO 服务器运行在端口 3001 (进程: 20096)
2025-08-05T19:48:04: 环境: production
2025-08-05T19:48:04: 健康检查: http://localhost:3001/health
2025-08-05T19:48:04: 用户连接: cO9ShJ1URqKcjGjPAAAB (进程: 20096)
2025-08-05T19:48:05: Socket.IO 服务器运行在端口 3001 (进程: 24048)
2025-08-05T19:48:05: 环境: production
2025-08-05T19:48:05: 健康检查: http://localhost:3001/health
2025-08-05T19:48:05: 用户连接: Es8EsTr7K--vkFBbAAAB (进程: 24048)
2025-08-05T19:48:05: 用户 Es8EsTr7K--vkFBbAAAB 的IP地址: ::1
2025-08-05T19:48:06: Socket.IO 服务器运行在端口 3001 (进程: 16936)
2025-08-05T19:48:06: 环境: production
2025-08-05T19:48:06: 健康检查: http://localhost:3001/health
2025-08-05T19:48:06: 用户连接: 4KlS3RqNmHgqUI_mAAAB (进程: 16936)
2025-08-05T19:48:07: Socket.IO 服务器运行在端口 3001 (进程: 20372)
2025-08-05T19:48:07: 环境: production
2025-08-05T19:48:07: 健康检查: http://localhost:3001/health
2025-08-05T19:48:07: 用户连接: EAn1FZdP4cptRx7PAAAB (进程: 20372)
2025-08-05T19:48:08: Socket.IO 服务器运行在端口 3001 (进程: 23844)
2025-08-05T19:48:08: 环境: production
2025-08-05T19:48:08: 健康检查: http://localhost:3001/health
2025-08-05T19:48:08: 用户连接: G-yLBUwPOCraY0FhAAAB (进程: 23844)
2025-08-05T19:48:09: Socket.IO 服务器运行在端口 3001 (进程: 15608)
2025-08-05T19:48:09: 环境: production
2025-08-05T19:48:09: 健康检查: http://localhost:3001/health
2025-08-05T19:48:09: 用户连接: -ztArsfPyL9kC5lyAAAB (进程: 15608)
2025-08-05T19:48:10: Socket.IO 服务器运行在端口 3001 (进程: 24548)
2025-08-05T19:48:10: 环境: production
2025-08-05T19:48:10: 健康检查: http://localhost:3001/health
2025-08-05T19:48:10: 用户连接: jJdGJHdrcELIAfIjAAAB (进程: 24548)
2025-08-05T19:48:11: Socket.IO 服务器运行在端口 3001 (进程: 8836)
2025-08-05T19:48:11: 环境: production
2025-08-05T19:48:11: 健康检查: http://localhost:3001/health
2025-08-05T19:48:11: 用户连接: eSu--7aMVlIdFgBeAAAB (进程: 8836)
2025-08-05T19:48:12: Socket.IO 服务器运行在端口 3001 (进程: 22132)
2025-08-05T19:48:12: 环境: production
2025-08-05T19:48:12: 健康检查: http://localhost:3001/health
2025-08-05T19:48:12: 用户连接: xGZUgLKhw3msOj56AAAB (进程: 22132)
2025-08-05T19:48:12: 用户 xGZUgLKhw3msOj56AAAB 的IP地址: ::1
2025-08-05T19:48:13: Socket.IO 服务器运行在端口 3001 (进程: 9660)
2025-08-05T19:48:13: 环境: production
2025-08-05T19:48:13: 健康检查: http://localhost:3001/health
2025-08-05T19:48:13: 用户连接: TlHM9kn8HtLq7MhfAAAB (进程: 9660)
2025-08-05T19:48:13: 用户 TlHM9kn8HtLq7MhfAAAB 的IP地址: ::1
2025-08-05T19:48:14: Socket.IO 服务器运行在端口 3001 (进程: 14436)
2025-08-05T19:48:14: 环境: production
2025-08-05T19:48:14: 健康检查: http://localhost:3001/health
2025-08-05T19:48:14: 用户连接: RTJQqTgCPB4Jr-CyAAAB (进程: 14436)
2025-08-05T19:48:14: 用户 RTJQqTgCPB4Jr-CyAAAB 的IP地址: ::1
2025-08-05T19:48:15: Socket.IO 服务器运行在端口 3001 (进程: 20560)
2025-08-05T19:48:15: 环境: production
2025-08-05T19:48:15: 健康检查: http://localhost:3001/health
2025-08-05T19:48:15: 用户连接: S-mlaoc_Zh3zUfVXAAAB (进程: 20560)
2025-08-05T19:48:15: 用户 S-mlaoc_Zh3zUfVXAAAB 的IP地址: ::1
2025-08-05T19:48:16: Socket.IO 服务器运行在端口 3001 (进程: 10772)
2025-08-05T19:48:16: 环境: production
2025-08-05T19:48:16: 健康检查: http://localhost:3001/health
2025-08-05T19:48:17: 用户连接: PLUofrJsdn55uwZfAAAB (进程: 10772)
2025-08-05T19:48:18: Socket.IO 服务器运行在端口 3001 (进程: 17176)
2025-08-05T19:48:18: 环境: production
2025-08-05T19:48:18: 健康检查: http://localhost:3001/health
2025-08-05T19:48:18: 用户连接: jbPTX5ZsR7SXKMlxAAAB (进程: 17176)
2025-08-05T19:48:19: Socket.IO 服务器运行在端口 3001 (进程: 15176)
2025-08-05T19:48:19: 环境: production
2025-08-05T19:48:19: 健康检查: http://localhost:3001/health
2025-08-05T19:48:19: 用户连接: Gqipg02bNZvsfWr6AAAB (进程: 15176)
2025-08-05T19:48:20: Socket.IO 服务器运行在端口 3001 (进程: 13984)
2025-08-05T19:48:20: 环境: production
2025-08-05T19:48:20: 健康检查: http://localhost:3001/health
2025-08-05T19:48:20: 用户连接: L8_XEJCMpWz90jFAAAAB (进程: 13984)
2025-08-05T19:48:21: Socket.IO 服务器运行在端口 3001 (进程: 19364)
2025-08-05T19:48:21: 环境: production
2025-08-05T19:48:21: 健康检查: http://localhost:3001/health
2025-08-05T19:48:22: 用户连接: xgiakJQ0LS86Cb-SAAAB (进程: 19364)
2025-08-05T19:48:23: Socket.IO 服务器运行在端口 3001 (进程: 12788)
2025-08-05T19:48:23: 环境: production
2025-08-05T19:48:23: 健康检查: http://localhost:3001/health
2025-08-05T19:48:23: 用户连接: 18XvaZGP97SAlAKkAAAB (进程: 12788)
2025-08-05T19:48:24: Socket.IO 服务器运行在端口 3001 (进程: 1048)
2025-08-05T19:48:24: 环境: production
2025-08-05T19:48:24: 健康检查: http://localhost:3001/health
2025-08-05T19:48:24: 用户连接: ePnAP2jNcZUTC-mLAAAB (进程: 1048)
2025-08-05T19:48:25: Socket.IO 服务器运行在端口 3001 (进程: 3196)
2025-08-05T19:48:25: 环境: production
2025-08-05T19:48:25: 健康检查: http://localhost:3001/health
2025-08-05T19:48:26: 用户连接: MVQPLGQ8MN6Kn1nlAAAB (进程: 3196)
2025-08-05T19:48:27: Socket.IO 服务器运行在端口 3001 (进程: 11904)
2025-08-05T19:48:27: 环境: production
2025-08-05T19:48:27: 健康检查: http://localhost:3001/health
2025-08-05T19:48:27: 用户连接: WcAknl0euVUqaIOIAAAB (进程: 11904)
2025-08-05T19:48:28: Socket.IO 服务器运行在端口 3001 (进程: 24528)
2025-08-05T19:48:28: 环境: production
2025-08-05T19:48:28: 健康检查: http://localhost:3001/health
2025-08-05T19:48:29: 用户连接: nReBZhRKFFcUjANhAAAB (进程: 24528)
2025-08-05T19:48:30: Socket.IO 服务器运行在端口 3001 (进程: 19260)
2025-08-05T19:48:30: 环境: production
2025-08-05T19:48:30: 健康检查: http://localhost:3001/health
2025-08-05T19:48:30: 用户连接: bT-NHfclTfQjx1kkAAAB (进程: 19260)
2025-08-05T19:48:31: Socket.IO 服务器运行在端口 3001 (进程: 11912)
2025-08-05T19:48:31: 环境: production
2025-08-05T19:48:31: 健康检查: http://localhost:3001/health
2025-08-05T19:48:31: 用户连接: 9APHw4kfGpFUy-h2AAAB (进程: 11912)
2025-08-05T19:48:32: Socket.IO 服务器运行在端口 3001 (进程: 9304)
2025-08-05T19:48:32: 环境: production
2025-08-05T19:48:32: 健康检查: http://localhost:3001/health
2025-08-05T19:48:32: 用户连接: Nvqz4szZVwneMc92AAAB (进程: 9304)
2025-08-05T19:48:33: Socket.IO 服务器运行在端口 3001 (进程: 4152)
2025-08-05T19:48:33: 环境: production
2025-08-05T19:48:33: 健康检查: http://localhost:3001/health
2025-08-05T19:48:33: 用户连接: 2QlkJIX-hlAzCUpqAAAB (进程: 4152)
2025-08-05T19:48:34: Socket.IO 服务器运行在端口 3001 (进程: 10392)
2025-08-05T19:48:34: 环境: production
2025-08-05T19:48:34: 健康检查: http://localhost:3001/health
2025-08-05T19:48:34: 用户连接: PbnliodR1DBOEZffAAAB (进程: 10392)
2025-08-05T19:48:35: Socket.IO 服务器运行在端口 3001 (进程: 10292)
2025-08-05T19:48:35: 环境: production
2025-08-05T19:48:35: 健康检查: http://localhost:3001/health
2025-08-05T19:48:35: 用户连接: HPpg8Zb_69DkJJzVAAAB (进程: 10292)
2025-08-05T19:48:36: Socket.IO 服务器运行在端口 3001 (进程: 16408)
2025-08-05T19:48:36: 环境: production
2025-08-05T19:48:36: 健康检查: http://localhost:3001/health
2025-08-05T19:48:36: 用户连接: XGhtC9C73OW-NaLGAAAB (进程: 16408)
2025-08-05T19:48:37: Socket.IO 服务器运行在端口 3001 (进程: 10792)
2025-08-05T19:48:37: 环境: production
2025-08-05T19:48:37: 健康检查: http://localhost:3001/health
2025-08-05T19:48:37: 用户连接: dJ6yr_LHhIg1ogzfAAAB (进程: 10792)
2025-08-05T19:48:38: Socket.IO 服务器运行在端口 3001 (进程: 16064)
2025-08-05T19:48:38: 环境: production
2025-08-05T19:48:38: 健康检查: http://localhost:3001/health
2025-08-05T19:48:38: 用户连接: OysU9ohGp1dV2GhXAAAB (进程: 16064)
2025-08-05T19:48:39: Socket.IO 服务器运行在端口 3001 (进程: 18328)
2025-08-05T19:48:39: 环境: production
2025-08-05T19:48:39: 健康检查: http://localhost:3001/health
2025-08-05T19:48:39: 用户连接: zYOETnQMh4dvzHdbAAAB (进程: 18328)
2025-08-05T19:48:40: Socket.IO 服务器运行在端口 3001 (进程: 2284)
2025-08-05T19:48:40: 环境: production
2025-08-05T19:48:40: 健康检查: http://localhost:3001/health
2025-08-05T19:48:40: 用户连接: MFBK1neWA5s-jBo3AAAB (进程: 2284)
2025-08-05T19:48:41: Socket.IO 服务器运行在端口 3001 (进程: 12732)
2025-08-05T19:48:41: 环境: production
2025-08-05T19:48:41: 健康检查: http://localhost:3001/health
2025-08-05T19:48:42: 用户连接: Mzdyrik-dJ_FsiQtAAAB (进程: 12732)
2025-08-05T19:48:43: Socket.IO 服务器运行在端口 3001 (进程: 1448)
2025-08-05T19:48:43: 环境: production
2025-08-05T19:48:43: 健康检查: http://localhost:3001/health
2025-08-05T19:48:43: 用户连接: K2GWrOtP0TvYDz61AAAB (进程: 1448)
2025-08-05T19:48:44: Socket.IO 服务器运行在端口 3001 (进程: 20664)
2025-08-05T19:48:44: 环境: production
2025-08-05T19:48:44: 健康检查: http://localhost:3001/health
2025-08-05T19:48:44: 用户连接: IHUgO-PLvGDwGLcHAAAB (进程: 20664)
2025-08-05T19:48:45: Socket.IO 服务器运行在端口 3001 (进程: 15272)
2025-08-05T19:48:45: 环境: production
2025-08-05T19:48:45: 健康检查: http://localhost:3001/health
2025-08-05T19:48:45: 用户连接: 5D3CQhZnUlqaY5IfAAAB (进程: 15272)
2025-08-05T19:48:46: Socket.IO 服务器运行在端口 3001 (进程: 6208)
2025-08-05T19:48:46: 环境: production
2025-08-05T19:48:46: 健康检查: http://localhost:3001/health
2025-08-05T19:48:46: 用户连接: PjzxTEC4IAx6mLUtAAAB (进程: 6208)
2025-08-05T19:48:47: Socket.IO 服务器运行在端口 3001 (进程: 2272)
2025-08-05T19:48:47: 环境: production
2025-08-05T19:48:47: 健康检查: http://localhost:3001/health
2025-08-05T19:48:47: 用户连接: yhI9vtwYr4NqJyO-AAAB (进程: 2272)
2025-08-05T19:48:48: Socket.IO 服务器运行在端口 3001 (进程: 7080)
2025-08-05T19:48:48: 环境: production
2025-08-05T19:48:48: 健康检查: http://localhost:3001/health
2025-08-05T19:48:48: 用户连接: IPHhesQyAOo2u-9yAAAB (进程: 7080)
2025-08-05T19:48:49: Socket.IO 服务器运行在端口 3001 (进程: 2508)
2025-08-05T19:48:49: 环境: production
2025-08-05T19:48:49: 健康检查: http://localhost:3001/health
2025-08-05T19:48:49: 用户连接: WBxF4w_OLb2s0RJ6AAAB (进程: 2508)
2025-08-05T19:48:50: Socket.IO 服务器运行在端口 3001 (进程: 7780)
2025-08-05T19:48:50: 环境: production
2025-08-05T19:48:50: 健康检查: http://localhost:3001/health
2025-08-05T19:48:51: 用户连接: 1MuJZFOOk5WpnVU2AAAB (进程: 7780)
2025-08-05T19:48:52: Socket.IO 服务器运行在端口 3001 (进程: 2164)
2025-08-05T19:48:52: 环境: production
2025-08-05T19:48:52: 健康检查: http://localhost:3001/health
2025-08-05T19:48:52: 用户连接: 4xvcsnoy8J_oAny9AAAB (进程: 2164)
2025-08-05T19:48:53: Socket.IO 服务器运行在端口 3001 (进程: 14608)
2025-08-05T19:48:53: 环境: production
2025-08-05T19:48:53: 健康检查: http://localhost:3001/health
2025-08-05T19:48:53: 用户连接: SkYy0VT7xmdPd528AAAB (进程: 14608)
2025-08-05T19:48:54: Socket.IO 服务器运行在端口 3001 (进程: 19404)
2025-08-05T19:48:54: 环境: production
2025-08-05T19:48:54: 健康检查: http://localhost:3001/health
2025-08-05T19:48:54: 用户连接: KDlkZjdvKS6ZLuBIAAAB (进程: 19404)
2025-08-05T19:48:55: Socket.IO 服务器运行在端口 3001 (进程: 19328)
2025-08-05T19:48:55: 环境: production
2025-08-05T19:48:55: 健康检查: http://localhost:3001/health
2025-08-05T19:48:55: 用户连接: Cm66QFK4GWn-nETrAAAB (进程: 19328)
2025-08-05T19:48:56: Socket.IO 服务器运行在端口 3001 (进程: 5376)
2025-08-05T19:48:56: 环境: production
2025-08-05T19:48:56: 健康检查: http://localhost:3001/health
2025-08-05T19:48:57: 用户连接: QCaLCHZ88fbFqS-6AAAB (进程: 5376)
2025-08-05T19:48:58: Socket.IO 服务器运行在端口 3001 (进程: 20252)
2025-08-05T19:48:58: 环境: production
2025-08-05T19:48:58: 健康检查: http://localhost:3001/health
2025-08-05T19:48:59: 用户连接: 5fyBrfyvyGNWs5sRAAAB (进程: 20252)
2025-08-05T19:49:00: Socket.IO 服务器运行在端口 3001 (进程: 17140)
2025-08-05T19:49:00: 环境: production
2025-08-05T19:49:00: 健康检查: http://localhost:3001/health
2025-08-05T19:49:00: 用户连接: Byl1H2aUUQCqth7IAAAB (进程: 17140)
2025-08-05T19:49:01: Socket.IO 服务器运行在端口 3001 (进程: 14508)
2025-08-05T19:49:01: 环境: production
2025-08-05T19:49:01: 健康检查: http://localhost:3001/health
2025-08-05T19:49:01: 用户连接: mrwxOmnjCdXB_cE_AAAB (进程: 14508)
2025-08-05T19:49:02: Socket.IO 服务器运行在端口 3001 (进程: 15064)
2025-08-05T19:49:02: 环境: production
2025-08-05T19:49:02: 健康检查: http://localhost:3001/health
2025-08-05T19:49:02: 用户连接: pCPrXOR8ECDQR7HNAAAB (进程: 15064)
2025-08-05T19:49:03: Socket.IO 服务器运行在端口 3001 (进程: 1736)
2025-08-05T19:49:03: 环境: production
2025-08-05T19:49:03: 健康检查: http://localhost:3001/health
2025-08-05T19:49:03: 用户连接: XDSJkSQhpC9qpeNmAAAB (进程: 1736)
2025-08-05T19:49:03: 用户 XDSJkSQhpC9qpeNmAAAB 的IP地址: ::1
2025-08-05T19:49:04: Socket.IO 服务器运行在端口 3001 (进程: 23076)
2025-08-05T19:49:04: 环境: production
2025-08-05T19:49:04: 健康检查: http://localhost:3001/health
2025-08-05T19:49:04: 用户连接: tJW0AwvimvoMo-zUAAAB (进程: 23076)
2025-08-05T19:49:05: Socket.IO 服务器运行在端口 3001 (进程: 13392)
2025-08-05T19:49:05: 环境: production
2025-08-05T19:49:05: 健康检查: http://localhost:3001/health
2025-08-05T19:49:05: 用户连接: _UHHi0z9dfDWyMJvAAAB (进程: 13392)
2025-08-05T19:49:06: Socket.IO 服务器运行在端口 3001 (进程: 22228)
2025-08-05T19:49:06: 环境: production
2025-08-05T19:49:06: 健康检查: http://localhost:3001/health
2025-08-05T19:49:06: 用户连接: fETx02bijk5JIa1TAAAB (进程: 22228)
2025-08-05T19:49:07: Socket.IO 服务器运行在端口 3001 (进程: 4148)
2025-08-05T19:49:07: 环境: production
2025-08-05T19:49:07: 健康检查: http://localhost:3001/health
2025-08-05T19:49:07: 用户连接: My6kG_ZipZDntwEnAAAB (进程: 4148)
2025-08-05T19:49:08: Socket.IO 服务器运行在端口 3001 (进程: 17756)
2025-08-05T19:49:08: 环境: production
2025-08-05T19:49:08: 健康检查: http://localhost:3001/health
2025-08-05T19:49:08: 用户连接: 5Lr7tVhZdIhKwtHhAAAB (进程: 17756)
2025-08-05T19:49:09: Socket.IO 服务器运行在端口 3001 (进程: 19728)
2025-08-05T19:49:09: 环境: production
2025-08-05T19:49:09: 健康检查: http://localhost:3001/health
2025-08-05T19:49:09: 用户连接: wNiL_WRgPJc1OB-GAAAB (进程: 19728)
2025-08-05T19:49:10: Socket.IO 服务器运行在端口 3001 (进程: 12724)
2025-08-05T19:49:10: 环境: production
2025-08-05T19:49:10: 健康检查: http://localhost:3001/health
2025-08-05T19:49:11: 用户连接: eEAFgxzsufAcd9nJAAAB (进程: 12724)
2025-08-05T19:49:12: Socket.IO 服务器运行在端口 3001 (进程: 19944)
2025-08-05T19:49:12: 环境: production
2025-08-05T19:49:12: 健康检查: http://localhost:3001/health
2025-08-05T19:49:12: 用户连接: FX2IYDcioTIpVC2MAAAB (进程: 19944)
2025-08-05T19:49:13: Socket.IO 服务器运行在端口 3001 (进程: 21808)
